OID_,Value,Count,Clip_bps_220,Clip_evt_230,BPS_MODEL,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
160,160,25277.000000000000000,1605,7302,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
161,161,29604.000000000000000,1605,9120,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Wet Meadow,Riparian
162,162,23495.000000000000000,1605,7301,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood
163,163,13749.000000000000000,1610,7977,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
164,164,10100.000000000000000,1613,7977,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
165,165,1815.000000000000000,1596,7973,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
166,166,203.000000000000000,1608,7238,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
167,167,14.000000000000000,1613,7238,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
168,168,188.000000000000000,1613,9088,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer
169,169,7600.000000000000000,1596,7976,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
170,170,144.000000000000000,1613,7976,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
171,171,77.000000000000000,1596,9601,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Great Lakes Dune Grassland,Grassland
172,172,410.000000000000000,1610,7976,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
173,173,5181.000000000000000,1593,9817,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous
174,174,366.000000000000000,1608,7976,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
175,175,381.000000000000000,1597,7976,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
176,176,593.000000000000000,1597,7238,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood
177,177,253358.000000000000000,1605,7481,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
178,178,51.000000000000000,1613,9601,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Great Lakes Dune Grassland,Grassland
179,179,6831.000000000000000,1605,9112,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer
180,180,13812.000000000000000,1605,9114,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Alkaline Fen,Riparian
181,181,13013.000000000000000,1605,9057,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian
182,182,12023.000000000000000,1593,9112,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer
183,183,5140.000000000000000,1605,9817,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
184,184,2646.000000000000000,1605,9055,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Boreal-Laurentian Bog,Riparian
185,185,1182.000000000000000,1593,7239,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
186,186,77995.000000000000000,2724,9089,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer
187,187,41290.000000000000000,1605,9620,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Shrub Swamp,Riparian
188,188,11299.000000000000000,2724,7362,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer
189,189,14.000000000000000,-1111,7302,-1111,Fill-Not Mapped,Fill-Not Mapped,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
190,190,103674.000000000000000,2724,7301,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood
191,191,63317.000000000000000,2724,9112,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer
192,192,13335.000000000000000,2724,7239,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
193,193,1331.000000000000000,1593,9295,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood
194,194,2630.000000000000000,1608,9295,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood
195,195,23113.000000000000000,1593,9056,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
196,196,930.000000000000000,1593,9118,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian
197,197,560712.000000000000000,2724,7302,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
198,198,35.000000000000000,-1111,9089,-1111,Fill-Not Mapped,Fill-Not Mapped,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer
199,199,5.000000000000000,-1111,9317,-1111,Fill-Not Mapped,Fill-Not Mapped,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
200,200,40.000000000000000,1613,9295,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood
201,201,33502.000000000000000,2724,7481,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
202,202,16033.000000000000000,2724,9056,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
203,203,1628.000000000000000,2724,9088,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer
204,204,5191.000000000000000,2724,7907,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed
205,205,10480.000000000000000,1596,7925,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
206,206,1277.000000000000000,2724,7925,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
207,207,3137.000000000000000,1605,9317,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
208,208,2413.000000000000000,1593,9317,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
209,209,6988.000000000000000,1598,7296,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Developed-Low Intensity,Developed-Low Intensity
210,210,7622.000000000000000,2724,9317,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
211,211,6474.000000000000000,1598,7297,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Developed-Medium Intensity,Developed-Medium Intensity
212,212,23815.000000000000000,2724,9817,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Northern & Central Ruderal Meadow,Exotic Herbaceous
213,213,1329.000000000000000,1598,7407,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Laurentian Pine Barrens,Conifer
214,214,196.000000000000000,1598,7243,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood
215,215,1837.000000000000000,1598,7906,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed
216,216,1257.000000000000000,1598,7925,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
217,217,3160.000000000000000,1598,7298,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Developed-High Intensity,Developed-High Intensity
218,218,762.000000000000000,1608,9318,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
219,219,529.000000000000000,1598,9055,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Boreal-Laurentian Bog,Riparian
220,220,78618.000000000000000,1598,7299,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Developed-Roads,Developed-Roads
221,221,235.000000000000000,1598,7927,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Developed Mixed Forest,Developed
222,222,1516.000000000000000,2724,7906,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed
223,223,1284.000000000000000,1598,7926,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
224,224,5205.000000000000000,2724,7296,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Developed-Low Intensity,Developed-Low Intensity
225,225,1374.000000000000000,2724,7926,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
226,226,6510.000000000000000,1605,9617,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Floodplain Shrubland,Riparian
227,227,9814.000000000000000,1598,9620,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Laurentian-Acadian Shrub Swamp,Riparian
228,228,48970.000000000000000,1608,7299,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Developed-Roads,Developed-Roads
229,229,683.000000000000000,2724,9295,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood
230,230,9279.000000000000000,1598,9312,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Northeastern North American Temperate Forest Plantation,Conifer
231,231,3917.000000000000000,1598,7907,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed
232,232,4981.000000000000000,1598,7908,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Urban Herbaceous,Developed
233,233,210845.000000000000000,1596,7299,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Developed-Roads,Developed-Roads
234,234,2255.000000000000000,1607,9118,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian
235,235,313.000000000000000,1605,7239,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
236,236,393.000000000000000,1610,7926,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
237,237,736.000000000000000,1608,7906,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
238,238,4189.000000000000000,1596,9617,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian
239,239,265.000000000000000,1608,7928,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
240,240,11897.000000000000000,1610,7299,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-Roads,Developed-Roads
241,241,9797.000000000000000,1605,7299,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Developed-Roads,Developed-Roads
242,242,4065.000000000000000,1608,7908,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
243,243,44387.000000000000000,2724,7299,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Developed-Roads,Developed-Roads
244,244,566.000000000000000,1610,7907,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
245,245,3806.000000000000000,2724,7297,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Developed-Medium Intensity,Developed-Medium Intensity
246,246,454.000000000000000,1605,9295,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood
247,247,4485.000000000000000,1598,7295,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
248,248,13796.000000000000000,1598,9117,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Laurentian-Acadian Floodplain Forest,Riparian
249,249,1216.000000000000000,2724,9118,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Laurentian-Acadian Freshwater Marsh,Riparian
250,250,428.000000000000000,1605,7907,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
251,251,4063.000000000000000,1598,7905,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed
252,252,2391.000000000000000,1596,7444,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Eastern Boreal Floodplain Woodland,Riparian
253,253,5329.000000000000000,1593,7299,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Developed-Roads,Developed-Roads
254,254,11453.000000000000000,1608,9617,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian
255,255,19.000000000000000,1593,7444,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,Eastern Boreal Floodplain Woodland,Riparian
256,256,44476.000000000000000,1605,9117,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
257,257,2.000000000000000,-1111,9056,-1111,Fill-Not Mapped,Fill-Not Mapped,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
258,258,3533.000000000000000,2724,7908,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Eastern Cool Temperate Urban Herbaceous,Developed
259,259,41.000000000000000,1605,7238,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
260,260,288.000000000000000,1605,7974,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
261,261,1.000000000000000,1592,9056,13310_39_40_41,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian
262,262,3.000000000000000,1592,7481,13310_39_40_41,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
263,263,7.000000000000000,1592,9089,13310_39_40_41,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer
264,264,15.000000000000000,1592,7301,13310_39_40_41,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood
265,265,235.000000000000000,1610,7272,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Boreal Floodplain Shrubland,Riparian
266,266,3399.000000000000000,1598,7909,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Eastern Cool Temperate Urban Shrubland,Developed
267,267,951.000000000000000,1605,7444,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Eastern Boreal Floodplain Woodland,Riparian
268,268,574.000000000000000,1610,7444,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Boreal Floodplain Woodland,Riparian
269,269,1131.000000000000000,1610,7296,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-Low Intensity,Developed-Low Intensity
270,270,2497.000000000000000,1610,9617,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian
271,271,167.000000000000000,1610,7906,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
272,272,5.000000000000000,-1111,7296,-1111,Fill-Not Mapped,Fill-Not Mapped,Developed-Low Intensity,Developed-Low Intensity
273,273,90.000000000000000,1598,7242,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,Laurentian Oak Barrens,Hardwood
274,274,3032.000000000000000,1596,7906,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed
275,275,39281.000000000000000,1596,7296,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Developed-Low Intensity,Developed-Low Intensity
276,276,72.000000000000000,1611,7302,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
277,277,1667.000000000000000,1597,7926,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
278,278,2451.000000000000000,1608,7926,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
279,279,3334.000000000000000,1608,7296,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
280,280,368.000000000000000,2724,9057,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian
281,281,40591.000000000000000,1607,9117,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
282,282,1101.000000000000000,1607,7444,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Boreal Floodplain Woodland,Riparian
283,283,235.000000000000000,1610,7298,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-High Intensity,Developed-High Intensity
284,284,78152.000000000000000,1607,7481,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
